-135,0,5e-09,1e-07,1
-135,15,5e-09,1e-07,1
-135,30,5e-09,1e-07,1
-135,45,5e-09,1e-07,1
-120,0,5e-09,1e-07,1
-120,15,5e-09,1e-07,1
-120,30,5e-09,1e-07,1
-120,45,5e-09,1e-07,1
-120,60,5e-09,1e-07,1
-120,75,5e-09,1e-07,1
-105,1.6196e-17,5e-09,1e-07,1
-105,15,5e-09,1e-07,1
-105,30,5e-09,1e-07,1
-105,45,5e-09,1e-07,1
-105,60,5e-09,1e-07,1
-105,75,5e-09,1e-07,1
-105,90,5e-09,1e-07,1
-90,0,5e-09,1e-07,1
-90,15,5e-09,1e-07,1
-90,30,5e-09,1e-07,1
-90,45,5e-09,1e-07,1
-90,60,5e-09,1e-07,1
-90,75,5e-09,1e-07,1
-90,90,5e-09,1e-07,1
-90,105,5e-09,1e-07,1
-75,0,5e-09,1e-07,1
-75,15,5e-09,1e-07,1
-75,30,5e-09,1e-07,1
-75,45,5e-09,1e-07,1
-75,60,5e-09,1e-07,1
-75,75,5e-09,1e-07,1
-75,90,5e-09,1e-07,1
-75,105,5e-09,1e-07,1
-75,120,5e-09,1e-07,1
-75,135,5e-09,1e-07,1
-75,150,5e-09,1e-07,1
-60,0,5e-09,1e-07,1
-60,15,5e-09,1e-07,1
-60,30,5e-09,1e-07,1
-60,45,5e-09,1e-07,1
-60,60,5e-09,1e-07,1
-60,75,5e-09,1e-07,1
-60,90,5e-09,1e-07,1
-60,105,5e-09,1e-07,1
-60,120,5e-09,1e-07,1
-60,135,5e-09,1e-07,1
-60,150,5e-09,1e-07,1
-60,165,5e-09,1e-07,1
-60,180,5e-09,1e-07,1
-60,195,5e-09,1e-07,1
-45,0,5e-09,1e-07,1
-45,15,5e-09,1e-07,1
-45,30,5e-09,1e-07,1
-45,45,5e-09,1e-07,1
-45,60,5e-09,1e-07,1
-45,75,5e-09,1e-07,1
-45,90,5e-09,1e-07,1
-45,105,5e-09,1e-07,1
-45,120,5e-09,1e-07,1
-45,135,5e-09,1e-07,1
-45,150,5e-09,1e-07,1
-45,165,5e-09,1e-07,1
-45,180,5e-09,1e-07,1
-45,195,5e-09,1e-07,1
-45,210,5e-09,1e-07,1
-45,225,5e-09,1e-07,1
-45,240,5e-09,1e-07,1
-30,0,5e-09,1e-07,1
-30,15,5e-09,1e-07,1
-30,30,5e-09,1e-07,1
-30,45,5e-09,1e-07,1
-30,60,5e-09,1e-07,1
-30,75,5e-09,1e-07,1
-30,90,5e-09,1e-07,1
-30,105,5e-09,1e-07,1
-30,120,5e-09,1e-07,1
-30,135,5e-09,1e-07,1
-30,150,5e-09,1e-07,1
-30,165,5e-09,1e-07,1
-30,180,5e-09,1e-07,1
-30,195,5e-09,1e-07,1
-30,210,5e-09,1e-07,1
-30,225,5e-09,1e-07,1
-30,240,5e-09,1e-07,1
-30,255,5e-09,1e-07,1
-30,270,5e-09,1e-07,1
-15,1.7369e-17,5e-09,1e-07,1
-15,15,5e-09,1e-07,1
-15,30,5e-09,1e-07,1
-15,45,5e-09,1e-07,1
-15,60,5e-09,1e-07,1
-15,75,5e-09,1e-07,1
-15,90,5e-09,1e-07,1
-15,105,5e-09,1e-07,1
-15,120,5e-09,1e-07,1
-15,135,5e-09,1e-07,1
-15,150,5e-09,1e-07,1
-15,165,5e-09,1e-07,1
-15,180,5e-09,1e-07,1
-15,195,5e-09,1e-07,1
-15,210,5e-09,1e-07,1
-15,225,5e-09,1e-07,1
-15,240,5e-09,1e-07,1
-15,255,5e-09,1e-07,1
-15,270,5e-09,1e-07,1
-15,285,5e-09,1e-07,1
0,-0,5e-09,1e-07,1
2.376e-17,15,5e-09,1e-07,1
0,30,5e-09,1e-07,1
0,45,5e-09,1e-07,1
1.1102e-16,60,5e-09,1e-07,1
0,75,5e-09,1e-07,1
0,90,5e-09,1e-07,1
0,105,5e-09,1e-07,1
0,120,5e-09,1e-07,1
